Id	Desc	Name	SceneResource	DBIndex	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	IsBattleServerLoad	IsBattleCopySceneWorldLoad	Length	Width	Obstacle	Tussock	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	ReliveType_4	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	DamageRefixAreaIndex	SeamlessOffSetX	SeamlessOffsetZ	IsSeamlessLoadAll	LoadLevel	IsHideSummonMonster	IsAutoDisableOtherPlayerEffect	OpenNearPlayerLv	CancelGuiDaoGuWangTrans	CancelLieShanTrans	OpenMainUIAutoFade	IsTianHuaFly	ChatPaoMinLevel	InviteeLv	IsMagicSkillOpen
2124	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2125	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2126	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2127	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2128	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2129	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2130	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2131	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2132	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2133	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2134	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2135	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2136	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2137	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2138	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2139	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2140	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2141	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2142	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2143	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2144	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2145	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2146	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2147	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2148	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2149	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2150	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2151	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2152	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2153	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2154	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2155	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2156	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2157	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2158	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2159	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2160	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2161	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2162	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2163	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2164	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2165	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2166	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2167	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2168	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2169	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2170	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2171	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2172	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2173	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2174	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2175	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2176	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2177	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2178	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2179	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2180	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2181	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2182	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2183	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2184	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2185	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2186	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2187	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2188	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2189	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2190	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2191	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2192	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2193	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2194	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2195	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2196	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2197	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2198	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2199	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2200	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2201	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2202	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2203	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2204	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2205	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
